party,member,chamber,ticker,type,transaction_date,filing_date,owner,amount,lag_days
R,Kelly Loeffler,Senate,ADM,P,2020-03-20,2020-05-01,Spouse,"$100,001 - $250,000",42
R,Kelly Loeffler,Senate,PRU,P,2020-03-20,2020-05-01,Spouse,"$100,001 - $250,000",42
R,Kelly Loeffler,Senate,CVX,P,2020-03-20,2020-05-01,Spouse,"$50,001 - $100,000",42
R,Kelly Loeffler,Senate,DAL,P,2020-03-20,2020-05-01,Spouse,"$50,001 - $100,000",42
R,Kelly Loeffler,Senate,AIZ,P,2020-03-20,2020-05-01,Spouse,"$1,001 - $15,000",42
R,Kelly Loeffler,Senate,HIG,P,2020-03-20,2020-05-01,Spouse,"$100,001 - $250,000",42
R,Kelly Loeffler,Senate,CAH,P,2020-03-20,2020-05-01,Spouse,"$100,001 - $250,000",42
R,Kelly Loeffler,Senate,AIZ,P,2020-03-18,2020-05-01,Spouse,"$250,001 - $500,000",44
R,Kelly Loeffler,Senate,ADM,S,2020-03-18,2020-05-01,Spouse,"$15,001 - $50,000",44
R,Kelly Loeffler,Senate,PRU,P,2020-03-17,2020-05-01,Spouse,"$15,001 - $50,000",45
R,Kelly Loeffler,Senate,DAL,P,2020-03-17,2020-05-01,Spouse,"$50,001 - $100,000",45
R,Kelly Loeffler,Senate,AIG,P,2020-03-16,2020-05-01,Spouse,"$50,001 - $100,000",46
R,Kelly Loeffler,Senate,CVX,P,2020-03-16,2020-05-01,Spouse,"$100,001 - $250,000",46
R,Kelly Loeffler,Senate,CSCO,P,2020-03-13,2020-05-01,Spouse,"$100,001 - $250,000",49
R,Kelly Loeffler,Senate,ADP,S,2020-03-16,2020-05-01,Joint,"$1,001 - $15,000",46
R,Kelly Loeffler,Senate,FIS,S,2020-03-16,2020-05-01,Joint,"$1,001 - $15,000",46
R,Kelly Loeffler,Senate,CME,S,2020-03-16,2020-05-01,Joint,"$15,001 - $50,000",46
R,Kelly Loeffler,Senate,DG,S,2020-03-17,2020-05-01,Joint,"$1,001 - $15,000",45
R,Kelly Loeffler,Senate,TDG,S,2020-03-17,2020-05-01,Joint,"$50,001 - $100,000",45
R,Kelly Loeffler,Senate,CME,P,2020-03-19,2020-05-01,Joint,"$50,001 - $100,000",43
R,Kelly Loeffler,Senate,MSFT,P,2020-03-19,2020-05-01,Joint,"$15,001 - $50,000",43
R,Kelly Loeffler,Senate,TDG,S,2020-03-18,2020-05-01,Joint,"$15,001 - $50,000",44
R,Shelley M Capito,Senate,JPM,P,2020-03-03,2020-04-29,Spouse,"$1,001 - $15,000",57
R,Shelley M Capito,Senate,MSFT,P,2020-03-03,2020-04-29,Spouse,"$1,001 - $15,000",57
R,Shelley M Capito,Senate,JNJ,P,2020-03-03,2020-04-29,Spouse,"$1,001 - $15,000",57
R,Shelley M Capito,Senate,ABT,P,2020-03-03,2020-04-29,Spouse,"$1,001 - $15,000",57
?,"Angus S King, Jr.",Senate,WTRG,S,2020-03-05,2020-04-22,Spouse,"$1,001 - $15,000",48
D,Tina Smith,Senate,DXCM,S,2020-03-17,2020-04-16,Spouse,"$250,001 - $500,000",30
D,Tina Smith,Senate,PODD,S,2020-03-17,2020-04-16,Spouse,"$250,001 - $500,000",30
D,Sheldon Whitehouse,Senate,ILMN,S,2020-03-11,2020-04-14,Self,"$1,001 - $15,000",34
D,Sheldon Whitehouse,Senate,CGNX,S,2020-03-11,2020-04-14,Self,"$15,001 - $50,000",34
D,Sheldon Whitehouse,Senate,SIEGY,S,2020-03-11,2020-04-14,Self,"$15,001 - $50,000",34
R,Daniel S Sullivan,Senate,RPM,S,2020-02-27,2020-04-11,Joint,"$50,001 - $100,000",44
R,James M Inhofe,Senate,BAM,S,2020-03-20,2020-04-10,Self,"$1,001 - $15,000",21
R,James M Inhofe,Senate,C,S,2020-03-09,2020-04-10,Self,"$50,001 - $100,000",32
?,"David A Perdue , Jr",Senate,MU,P,2020-03-31,2020-04-05,Joint,"$1,001 - $15,000",5
?,"David A Perdue , Jr",Senate,MRK,S,2020-03-31,2020-04-05,Joint,"$15,001 - $50,000",5
?,"David A Perdue , Jr",Senate,NWS,P,2020-03-23,2020-04-05,Joint,"$1,001 - $15,000",13
?,"David A Perdue , Jr",Senate,WPX,P,2020-03-02,2020-04-05,Joint,"$1,001 - $15,000",34
?,"David A Perdue , Jr",Senate,KR,S,2020-03-02,2020-04-05,Joint,"$15,001 - $50,000",34
?,"David A Perdue , Jr",Senate,DD,P,2020-03-02,2020-04-05,Joint,"$1,001 - $15,000",34
?,"David A Perdue , Jr",Senate,CZR,S,2020-03-02,2020-04-05,Joint,"$1,001 - $15,000",34
?,"David A Perdue , Jr",Senate,BAC,S,2020-03-02,2020-04-05,Joint,"$15,001 - $50,000",34
?,"David A Perdue , Jr",Senate,KR,S,2020-03-03,2020-04-05,Joint,"$1,001 - $15,000",33
?,"David A Perdue , Jr",Senate,BAC,S,2020-03-04,2020-04-05,Joint,"$1,001 - $15,000",32
?,"David A Perdue , Jr",Senate,KR,S,2020-03-04,2020-04-05,Joint,"$1,001 - $15,000",32
?,"David A Perdue , Jr",Senate,URBN,P,2020-03-04,2020-04-05,Joint,"$1,001 - $15,000",32
?,"David A Perdue , Jr",Senate,GM,P,2020-03-04,2020-04-05,Joint,"$1,001 - $15,000",32
?,"David A Perdue , Jr",Senate,URBN,P,2020-03-05,2020-04-05,Joint,"$1,001 - $15,000",31
?,"David A Perdue , Jr",Senate,KR,S,2020-03-05,2020-04-05,Joint,"$15,001 - $50,000",31
?,"David A Perdue , Jr",Senate,BAC,S,2020-03-06,2020-04-05,Joint,"$1,001 - $15,000",30
?,"David A Perdue , Jr",Senate,MSM,P,2020-03-10,2020-04-05,Joint,"$1,001 - $15,000",26
?,"David A Perdue , Jr",Senate,M,P,2020-03-10,2020-04-05,Joint,"$1,001 - $15,000",26
?,"David A Perdue , Jr",Senate,NWSA,P,2020-03-10,2020-04-05,Joint,"$1,001 - $15,000",26
?,"David A Perdue , Jr",Senate,FOXA,P,2020-03-10,2020-04-05,Joint,"$1,001 - $15,000",26
?,"David A Perdue , Jr",Senate,EAF,P,2020-03-10,2020-04-05,Joint,"$1,001 - $15,000",26
?,"David A Perdue , Jr",Senate,GEL,S,2020-03-11,2020-04-05,Joint,"$1,001 - $15,000",25
?,"David A Perdue , Jr",Senate,ENB,P,2020-03-13,2020-04-05,Joint,"$1,001 - $15,000",23
?,"David A Perdue , Jr",Senate,KR,S,2020-03-13,2020-04-05,Joint,"$1,001 - $15,000",23
?,"David A Perdue , Jr",Senate,TRP,P,2020-03-13,2020-04-05,Joint,"$1,001 - $15,000",23
?,"David A Perdue , Jr",Senate,KR,S,2020-03-16,2020-04-05,Joint,"$1,001 - $15,000",20
?,"David A Perdue , Jr",Senate,AXTA,P,2020-03-16,2020-04-05,Joint,"$1,001 - $15,000",20
?,"David A Perdue , Jr",Senate,RF,P,2020-03-16,2020-04-05,Joint,"$1,001 - $15,000",20
?,"David A Perdue , Jr",Senate,FOX,P,2020-03-16,2020-04-05,Joint,"$1,001 - $15,000",20
?,"David A Perdue , Jr",Senate,LYV,P,2020-03-16,2020-04-05,Joint,"$1,001 - $15,000",20
?,"David A Perdue , Jr",Senate,HUN,P,2020-03-16,2020-04-05,Joint,"$1,001 - $15,000",20
?,"David A Perdue , Jr",Senate,UHAL,P,2020-03-17,2020-04-05,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,LYV,P,2020-03-17,2020-04-05,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,AXTA,P,2020-03-17,2020-04-05,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,PG,S,2020-03-17,2020-04-05,Joint,"$15,001 - $50,000",19
?,"David A Perdue , Jr",Senate,PEP,S,2020-03-17,2020-04-05,Joint,"$15,001 - $50,000",19
?,"David A Perdue , Jr",Senate,NWSA,P,2020-03-17,2020-04-05,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,FHB,P,2020-03-17,2020-04-05,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,CTSH,P,2020-03-17,2020-04-05,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,SYY,P,2020-03-17,2020-04-05,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,MSM,P,2020-03-17,2020-04-05,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,KR,S,2020-03-17,2020-04-05,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,WFC,P,2020-03-17,2020-04-05,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,HUN,P,2020-03-17,2020-04-05,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,GM,P,2020-03-18,2020-04-05,Joint,"$1,001 - $15,000",18
?,"David A Perdue , Jr",Senate,LYV,P,2020-03-18,2020-04-05,Joint,"$1,001 - $15,000",18
?,"David A Perdue , Jr",Senate,KR,S,2020-03-18,2020-04-05,Joint,"$1,001 - $15,000",18
?,"David A Perdue , Jr",Senate,BAC,P,2020-03-18,2020-04-05,Joint,"$1,001 - $15,000",18
?,"David A Perdue , Jr",Senate,UHAL,P,2020-03-18,2020-04-05,Joint,"$1,001 - $15,000",18
?,"David A Perdue , Jr",Senate,CDLX,P,2020-03-18,2020-04-05,Joint,"$100,001 - $250,000",18
?,"David A Perdue , Jr",Senate,SBUX,P,2020-03-19,2020-04-05,Joint,"$15,001 - $50,000",17
?,"David A Perdue , Jr",Senate,KR,S,2020-03-19,2020-04-05,Joint,"$1,001 - $15,000",17
?,"David A Perdue , Jr",Senate,GOOG,P,2020-03-19,2020-04-05,Joint,"$1,001 - $15,000",17
?,"David A Perdue , Jr",Senate,CLX,S,2020-03-19,2020-04-05,Joint,"$1,001 - $15,000",17
?,"David A Perdue , Jr",Senate,BOIVF,P,2020-03-20,2020-04-05,Joint,"$1,001 - $15,000",16
?,"David A Perdue , Jr",Senate,SYY,P,2020-03-20,2020-04-05,Joint,"$1,001 - $15,000",16
?,"David A Perdue , Jr",Senate,PAGP,P,2020-03-20,2020-04-05,Joint,"$1,001 - $15,000",16
?,"David A Perdue , Jr",Senate,MSM,P,2020-03-20,2020-04-05,Joint,"$1,001 - $15,000",16
?,"David A Perdue , Jr",Senate,NWSA,P,2020-03-20,2020-04-05,Joint,"$1,001 - $15,000",16
?,"David A Perdue , Jr",Senate,KR,S,2020-03-20,2020-04-05,Joint,"$1,001 - $15,000",16
?,"David A Perdue , Jr",Senate,M,P,2020-03-20,2020-04-05,Joint,"$1,001 - $15,000",16
?,"David A Perdue , Jr",Senate,BAC,P,2020-03-23,2020-04-05,Joint,"$1,001 - $15,000",13
?,"David A Perdue , Jr",Senate,BOIVF,P,2020-03-23,2020-04-05,Joint,"$1,001 - $15,000",13
?,"David A Perdue , Jr",Senate,SBUX,P,2020-03-23,2020-04-05,Joint,"$1,001 - $15,000",13
?,"David A Perdue , Jr",Senate,RL,P,2020-03-23,2020-04-05,Joint,"$1,001 - $15,000",13
?,"David A Perdue , Jr",Senate,SBUX,P,2020-03-24,2020-04-05,Joint,"$1,001 - $15,000",12
?,"David A Perdue , Jr",Senate,BOIVF,P,2020-03-24,2020-04-05,Joint,"$1,001 - $15,000",12
?,"David A Perdue , Jr",Senate,BOIVF,P,2020-03-25,2020-04-05,Joint,"$1,001 - $15,000",11
?,"David A Perdue , Jr",Senate,DOW,P,2020-03-26,2020-04-05,Joint,"$1,001 - $15,000",10
?,"David A Perdue , Jr",Senate,NFLX,P,2020-03-26,2020-04-05,Joint,"$15,001 - $50,000",10
?,"David A Perdue , Jr",Senate,TRP,P,2020-03-26,2020-04-05,Joint,"$1,001 - $15,000",10
?,"David A Perdue , Jr",Senate,BOIVF,P,2020-03-26,2020-04-05,Joint,"$1,001 - $15,000",10
?,"David A Perdue , Jr",Senate,WMB,P,2020-03-26,2020-04-05,Joint,"$1,001 - $15,000",10
?,"David A Perdue , Jr",Senate,LNG,P,2020-03-26,2020-04-05,Joint,"$1,001 - $15,000",10
?,"David A Perdue , Jr",Senate,ORCL,S,2020-03-27,2020-04-05,Joint,"$15,001 - $50,000",9
?,"David A Perdue , Jr",Senate,BOIVF,P,2020-03-27,2020-04-05,Joint,"$1,001 - $15,000",9
?,"David A Perdue , Jr",Senate,VIAC,S,2020-03-27,2020-04-05,Joint,"$1,001 - $15,000",9
?,"David A Perdue , Jr",Senate,MU,P,2020-03-27,2020-04-05,Joint,"$1,001 - $15,000",9
?,"David A Perdue , Jr",Senate,GPK,S,2020-03-27,2020-04-05,Joint,"$15,001 - $50,000",9
?,"David A Perdue , Jr",Senate,SBUX,P,2020-03-27,2020-04-05,Joint,"$1,001 - $15,000",9
?,"David A Perdue , Jr",Senate,GPK,S,2020-03-30,2020-04-05,Joint,"$1,001 - $15,000",6
?,"David A Perdue , Jr",Senate,MU,P,2020-03-30,2020-04-05,Joint,"$1,001 - $15,000",6
D,Thomas R Carper,Senate,VZ,P,2020-03-24,2020-04-01,Spouse,"$1,001 - $15,000",8
D,Thomas R Carper,Senate,CEF,P,2020-03-23,2020-04-01,Spouse,"$1,001 - $15,000",9
D,Thomas R Carper,Senate,DIS,P,2020-03-27,2020-04-01,Spouse,"$1,001 - $15,000",5
D,Thomas R Carper,Senate,SWKS,P,2020-03-27,2020-04-01,Spouse,"$1,001 - $15,000",5
D,Thomas R Carper,Senate,CVS,P,2020-03-27,2020-04-01,Spouse,"$1,001 - $15,000",5
D,Thomas R Carper,Senate,PYPL,P,2020-03-27,2020-04-01,Spouse,"$1,001 - $15,000",5
D,Thomas R Carper,Senate,VOD,S,2020-03-24,2020-04-01,Spouse,"$1,001 - $15,000",8
D,Thomas R Carper,Senate,MPC,S,2020-03-24,2020-04-01,Spouse,"$1,001 - $15,000",8
D,Thomas R Carper,Senate,WFC,S,2020-03-24,2020-04-01,Spouse,"$1,001 - $15,000",8
D,Thomas R Carper,Senate,CSCO,P,2020-03-24,2020-04-01,Spouse,"$1,001 - $15,000",8
D,Thomas R Carper,Senate,ABBV,P,2020-03-24,2020-04-01,Spouse,"$1,001 - $15,000",8
D,Thomas R Carper,Senate,JPM,P,2020-03-24,2020-04-01,Spouse,"$1,001 - $15,000",8
R,Kelly Loeffler,Senate,ICE,S,2020-03-11,2020-03-31,Spouse,"$5,000,001 - $25,000,000",20
R,Kelly Loeffler,Senate,ICE,S,2020-02-26,2020-03-31,Spouse,"$1,000,001 - $5,000,000",34
R,Kelly Loeffler,Senate,ICE,P,2020-02-26,2020-03-31,Spouse,"$1,000,001 - $5,000,000",34
R,Kelly Loeffler,Senate,ICE,P,2020-02-18,2020-03-31,Self,"$5,000,001 - $25,000,000",42
R,Kelly Loeffler,Senate,DD,S,2020-02-21,2020-03-31,Spouse,"$1,001 - $15,000",39
R,Kelly Loeffler,Senate,K,S,2020-02-21,2020-03-31,Spouse,"$1,001 - $15,000",39
R,Kelly Loeffler,Senate,BABA,S,2020-02-21,2020-03-31,Spouse,"$1,001 - $15,000",39
R,Kelly Loeffler,Senate,AIZ,S,2020-02-20,2020-03-31,Spouse,"$1,001 - $15,000",40
R,Kelly Loeffler,Senate,ABBV,S,2020-02-20,2020-03-31,Spouse,"$1,001 - $15,000",40
R,Kelly Loeffler,Senate,DOCU,S,2020-02-20,2020-03-31,Joint,"$100,001 - $250,000",40
R,Kelly Loeffler,Senate,PRU,P,2020-03-13,2020-03-31,Spouse,"$15,001 - $50,000",18
R,Kelly Loeffler,Senate,CVX,P,2020-03-10,2020-03-31,Spouse,"$100,001 - $250,000",21
R,Kelly Loeffler,Senate,DD,P,2020-03-10,2020-03-31,Spouse,"$1,001 - $15,000",21
R,Kelly Loeffler,Senate,AIZ,S,2020-03-09,2020-03-31,Spouse,"$15,001 - $50,000",22
R,Kelly Loeffler,Senate,EMR,S,2020-03-09,2020-03-31,Spouse,"$1,001 - $15,000",22
R,Kelly Loeffler,Senate,CR,S,2020-03-09,2020-03-31,Spouse,"$15,001 - $50,000",22
R,Kelly Loeffler,Senate,HIG,S,2020-03-09,2020-03-31,Spouse,"$1,001 - $15,000",22
R,Kelly Loeffler,Senate,AMGN,S,2020-03-04,2020-03-31,Spouse,"$15,001 - $50,000",27
R,Kelly Loeffler,Senate,AIG,S,2020-03-04,2020-03-31,Spouse,"$1,001 - $15,000",27
R,Kelly Loeffler,Senate,PANW,S,2020-03-04,2020-03-31,Spouse,"$1,001 - $15,000",27
R,Kelly Loeffler,Senate,CVX,S,2020-03-04,2020-03-31,Spouse,"$15,001 - $50,000",27
R,Kelly Loeffler,Senate,BP,S,2020-03-04,2020-03-31,Spouse,"$1,001 - $15,000",27
R,Kelly Loeffler,Senate,DD,P,2020-03-03,2020-03-31,Spouse,"$50,001 - $100,000",28
R,Kelly Loeffler,Senate,DD,P,2020-03-02,2020-03-31,Spouse,"$15,001 - $50,000",29
R,Kelly Loeffler,Senate,DD,P,2020-02-28,2020-03-31,Spouse,"$100,001 - $250,000",32
R,Kelly Loeffler,Senate,BKNG,S,2020-03-11,2020-03-31,Joint,"$1,001 - $15,000",20
R,Kelly Loeffler,Senate,BKNG,S,2020-03-10,2020-03-31,Joint,"$15,001 - $50,000",21
R,Kelly Loeffler,Senate,HELE,S,2020-03-09,2020-03-31,Joint,"$50,001 - $100,000",22
R,Kelly Loeffler,Senate,BKNG,P,2020-03-06,2020-03-31,Joint,"$15,001 - $50,000",25
R,Kelly Loeffler,Senate,TJX,S,2020-03-09,2020-03-31,Joint,"$15,001 - $50,000",22
R,Kelly Loeffler,Senate,ROST,S,2020-03-03,2020-03-31,Joint,"$15,001 - $50,000",28
R,Kelly Loeffler,Senate,LULU,S,2020-03-03,2020-03-31,Joint,"$50,001 - $100,000",28
R,Kelly Loeffler,Senate,FB,S,2020-03-03,2020-03-31,Joint,"$50,001 - $100,000",28
R,Kelly Loeffler,Senate,ROST,S,2020-03-02,2020-03-31,Joint,"$15,001 - $50,000",29
R,Kelly Loeffler,Senate,CME,P,2020-02-26,2020-03-31,Joint,"$100,001 - $250,000",34
R,Kelly Loeffler,Senate,NVDA,S,2020-02-26,2020-03-31,Joint,"$15,001 - $50,000",34
R,Kelly Loeffler,Senate,AZO,S,2020-02-26,2020-03-31,Joint,"$15,001 - $50,000",34
R,Kelly Loeffler,Senate,ADP,S,2020-02-26,2020-03-31,Joint,"$50,001 - $100,000",34
R,Kelly Loeffler,Senate,ARNA,S,2020-02-26,2020-03-31,Joint,"$15,001 - $50,000",34
R,Kelly Loeffler,Senate,AMZN,S,2020-02-27,2020-03-31,Joint,"$15,001 - $50,000",33
R,Kelly Loeffler,Senate,CME,P,2020-02-24,2020-03-31,Joint,"$50,001 - $100,000",36
R,Kelly Loeffler,Senate,AMZN,P,2020-02-24,2020-03-31,Joint,"$15,001 - $50,000",36
R,Kelly Loeffler,Senate,NVDA,S,2020-02-24,2020-03-31,Joint,"$15,001 - $50,000",36
R,Kelly Loeffler,Senate,IPHI,S,2020-02-24,2020-03-31,Joint,"$15,001 - $50,000",36
R,Kelly Loeffler,Senate,FB,S,2020-02-24,2020-03-31,Joint,"$15,001 - $50,000",36
R,Kelly Loeffler,Senate,ARNA,S,2020-02-24,2020-03-31,Joint,"$50,001 - $100,000",36
D,Sheldon Whitehouse,Senate,WM,S,2020-02-13,2020-03-31,Self,"$15,001 - $50,000",47
D,Sheldon Whitehouse,Senate,DLR,P,2020-02-13,2020-03-31,Self,"$15,001 - $50,000",47
R,Pat Roberts,Senate,MSFT,P,2020-03-26,2020-03-28,Spouse,"$1,001 - $15,000",2
R,Pat Roberts,Senate,MSFT,P,2020-03-24,2020-03-28,Spouse,"$1,001 - $15,000",4
R,Pat Roberts,Senate,DIS,P,2020-03-24,2020-03-28,Spouse,"$1,001 - $15,000",4
R,Pat Roberts,Senate,XOM,P,2020-03-26,2020-03-28,Spouse,"$1,001 - $15,000",2
R,Pat Roberts,Senate,CVX,P,2020-03-26,2020-03-28,Spouse,"$1,001 - $15,000",2
R,Pat Roberts,Senate,BA,P,2020-03-26,2020-03-28,Spouse,"$15,001 - $50,000",2
R,Pat Roberts,Senate,WMT,P,2020-03-24,2020-03-28,Spouse,"$1,001 - $15,000",4
R,Pat Roberts,Senate,AAPL,P,2020-03-24,2020-03-28,Spouse,"$15,001 - $50,000",4
R,Pat Roberts,Senate,V,P,2020-03-20,2020-03-28,Spouse,"$15,001 - $50,000",8
R,Pat Roberts,Senate,WMT,S,2020-03-09,2020-03-28,Spouse,"$1,001 - $15,000",19
R,Pat Roberts,Senate,NFLX,P,2020-03-06,2020-03-28,Spouse,"$100,001 - $250,000",22
R,Pat Roberts,Senate,NVDA,S,2020-03-02,2020-03-28,Spouse,"$15,001 - $50,000",26
R,Pat Roberts,Senate,NFLX,S,2020-03-02,2020-03-28,Spouse,"$50,001 - $100,000",26
R,Pat Roberts,Senate,AAPL,P,2020-03-20,2020-03-28,Spouse,"$15,001 - $50,000",8
R,Pat Roberts,Senate,NVDA,P,2020-03-06,2020-03-28,Spouse,"$50,001 - $100,000",22
R,Pat Roberts,Senate,AAPL,P,2020-03-06,2020-03-28,Spouse,"$15,001 - $50,000",22
R,Pat Roberts,Senate,AAPL,S,2020-03-02,2020-03-28,Spouse,"$15,001 - $50,000",26
R,William Cassidy,Senate,WMT,S,2020-03-09,2020-03-27,Spouse,"$1,001 - $15,000",18
R,William Cassidy,Senate,TROW,S,2020-03-09,2020-03-27,Spouse,"$1,001 - $15,000",18
R,William Cassidy,Senate,PG,S,2020-03-09,2020-03-27,Spouse,"$1,001 - $15,000",18
R,William Cassidy,Senate,MSFT,S,2020-03-09,2020-03-27,Spouse,"$1,001 - $15,000",18
R,William Cassidy,Senate,MDT,S,2020-03-09,2020-03-27,Spouse,"$1,001 - $15,000",18
R,William Cassidy,Senate,EMR,S,2020-03-09,2020-03-27,Spouse,"$1,001 - $15,000",18
R,William Cassidy,Senate,BLK,S,2020-03-09,2020-03-27,Spouse,"$1,001 - $15,000",18
R,William Cassidy,Senate,AAPL,S,2020-03-09,2020-03-27,Spouse,"$1,001 - $15,000",18
R,William Cassidy,Senate,AMGN,S,2020-03-09,2020-03-27,Spouse,"$1,001 - $15,000",18
R,William Cassidy,Senate,T,S,2020-03-09,2020-03-27,Spouse,"$1,001 - $15,000",18
R,William Cassidy,Senate,VFC,P,2020-03-09,2020-03-27,Spouse,"$1,001 - $15,000",18
R,William Cassidy,Senate,PSX,P,2020-03-09,2020-03-27,Spouse,"$1,001 - $15,000",18
R,William Cassidy,Senate,MMM,P,2020-03-09,2020-03-27,Spouse,"$1,001 - $15,000",18
R,William Cassidy,Senate,JNJ,P,2020-03-09,2020-03-27,Spouse,"$1,001 - $15,000",18
R,William Cassidy,Senate,DOW,P,2020-03-09,2020-03-27,Spouse,"$1,001 - $15,000",18
?,"Jerry Moran,",Senate,VWO,S,2020-03-10,2020-03-16,Self,"$15,001 - $50,000",6
?,"Jerry Moran,",Senate,HAL,P,2020-03-10,2020-03-16,Joint,"$1,001 - $15,000",6
?,"Jerry Moran,",Senate,XOM,P,2020-03-10,2020-03-16,Self,"$1,001 - $15,000",6
R,James M Inhofe,Senate,BAM,S,2020-02-20,2020-03-13,Self,"$50,001 - $100,000",22
D,Jacklyn S Rosen,Senate,IR,E,2020-02-29,2020-03-13,Joint,"$1,001 - $15,000",13
R,Kelly Loeffler,Senate,ORCL,P,2020-02-14,2020-03-12,Joint,"$100,001 - $250,000",27
R,Kelly Loeffler,Senate,XOM,S,2020-02-14,2020-03-12,Joint,"$250,001 - $500,000",27
R,Kelly Loeffler,Senate,CTXS,P,2020-02-14,2020-03-12,Joint,"$100,001 - $250,000",27
R,Kelly Loeffler,Senate,FNKO,S,2020-02-12,2020-03-12,Joint,"$50,001 - $100,000",29
R,Kelly Loeffler,Senate,EEFT,S,2020-02-12,2020-03-12,Joint,"$100,001 - $250,000",29
R,Kelly Loeffler,Senate,ORLY,S,2020-02-11,2020-03-12,Joint,"$15,001 - $50,000",30
R,Kelly Loeffler,Senate,FNKO,S,2020-02-11,2020-03-12,Joint,"$50,001 - $100,000",30
R,Kelly Loeffler,Senate,FNKO,S,2020-02-10,2020-03-12,Joint,"$15,001 - $50,000",31
R,Kelly Loeffler,Senate,AZO,S,2020-02-10,2020-03-12,Joint,"$15,001 - $50,000",31
R,Kelly Loeffler,Senate,ARNA,S,2020-02-10,2020-03-12,Joint,"$50,001 - $100,000",31
R,Kelly Loeffler,Senate,TCEHY,S,2020-02-07,2020-03-12,Joint,"$15,001 - $50,000",34
R,Kelly Loeffler,Senate,ROKU,S,2020-02-07,2020-03-12,Joint,"$100,001 - $250,000",34
R,Kelly Loeffler,Senate,FNKO,S,2020-02-07,2020-03-12,Joint,"$15,001 - $50,000",34
R,Kelly Loeffler,Senate,ARNA,S,2020-02-07,2020-03-12,Joint,"$50,001 - $100,000",34
R,Kelly Loeffler,Senate,TCEHY,S,2020-02-06,2020-03-12,Joint,"$15,001 - $50,000",35
R,Kelly Loeffler,Senate,KL,S,2020-02-06,2020-03-12,Joint,"$50,001 - $100,000",35
R,Kelly Loeffler,Senate,CMCSA,S,2020-02-06,2020-03-12,Joint,"$15,001 - $50,000",35
R,Kelly Loeffler,Senate,AZO,S,2020-02-06,2020-03-12,Joint,"$15,001 - $50,000",35
R,Kelly Loeffler,Senate,HON,S,2020-02-05,2020-03-12,Joint,"$100,001 - $250,000",36
R,Kelly Loeffler,Senate,MRK,S,2020-02-05,2020-03-12,Spouse,"$1,001 - $15,000",36
R,Kelly Loeffler,Senate,DFS,S,2020-02-05,2020-03-12,Spouse,"$1,001 - $15,000",36
R,Kelly Loeffler,Senate,DAL,S,2020-02-05,2020-03-12,Spouse,"$1,001 - $15,000",36
R,Kelly Loeffler,Senate,EMR,S,2020-02-05,2020-03-12,Spouse,"$1,001 - $15,000",36
R,Kelly Loeffler,Senate,CAT,S,2020-02-14,2020-03-12,Spouse,"$1,001 - $15,000",27
R,Kelly Loeffler,Senate,AFL,S,2020-02-14,2020-03-12,Spouse,"$1,001 - $15,000",27
R,Kelly Loeffler,Senate,CMCSA,S,2020-01-14,2020-03-12,Spouse,"$1,001 - $15,000",58
R,Kelly Loeffler,Senate,CSCO,S,2020-01-14,2020-03-12,Spouse,"$1,001 - $15,000",58
R,Kelly Loeffler,Senate,GS,S,2020-01-14,2020-03-12,Spouse,"$1,001 - $15,000",58
R,Kelly Loeffler,Senate,CVX,S,2020-01-14,2020-03-12,Spouse,"$1,001 - $15,000",58
R,Kelly Loeffler,Senate,UL,S,2020-01-14,2020-03-12,Spouse,"$1,001 - $15,000",58
R,Kelly Loeffler,Senate,PRU,S,2020-01-08,2020-03-12,Spouse,"$1,001 - $15,000",64
R,Kelly Loeffler,Senate,TJX,S,2020-01-31,2020-03-12,Joint,"$15,001 - $50,000",41
R,Kelly Loeffler,Senate,ROST,S,2020-01-31,2020-03-12,Joint,"$15,001 - $50,000",41
R,Kelly Loeffler,Senate,AZO,S,2020-01-31,2020-03-12,Joint,"$15,001 - $50,000",41
R,Kelly Loeffler,Senate,AZO,S,2020-01-30,2020-03-12,Joint,"$15,001 - $50,000",42
R,Kelly Loeffler,Senate,ROST,S,2020-01-29,2020-03-12,Joint,"$15,001 - $50,000",43
R,Kelly Loeffler,Senate,KEYS,S,2020-01-29,2020-03-12,Joint,"$100,001 - $250,000",43
R,Kelly Loeffler,Senate,CMCSA,S,2020-01-29,2020-03-12,Joint,"$15,001 - $50,000",43
R,Kelly Loeffler,Senate,REZI,S,2020-01-28,2020-03-12,Joint,"$15,001 - $50,000",44
R,Kelly Loeffler,Senate,REZI,S,2020-01-27,2020-03-12,Joint,"$100,001 - $250,000",45
